주민등록번호,이름,연봉,결혼여부,자녀수,부양가족수,의료비공제액,교육비공제액,주택자금공제액,기부금공제액,신용카드사용액,체크카드사용액,현금영수증사용액,연금저축공제액,퇴직연금공제액,소득공제총액
470720-2522350,김서연,60770000,기혼,0,1,170000,620000,370000,500000,108250000,10140000,36970000,500000,820000,2980000
340711-2652563,장서연,87650000,미혼,0,2,4770000,1540000,3420000,1670000,120920000,48240000,14840000,2120000,2370000,15890000
390302-2256080,이현지,89530000,기혼,2,2,4490000,1030000,6300000,100000,150240000,26730000,17950000,4000000,2570000,18490000
710816-1025671,손순자,40510000,기혼,1,1,3660000,2320000,3180000,70000,114280000,21760000,43380000,50000,5910000,15190000
010320-2844239,이정훈,53840000,기혼,0,5,3700000,1090000,400000,1810000,172010000,8040000,26160000,630000,5790000,13420000
590117-2006006,신경숙,54050000,미혼,0,2,4840000,2330000,3140000,2000000,102440000,41050000,43220000,560000,6060000,18930000
880013-2761642,김영자,94000000,기혼,1,5,3640000,130000,3760000,1930000,48280000,75690000,47440000,280000,5340000,15080000
790622-1718038,박성진,61420000,미혼,2,3,1650000,1200000,6050000,1280000,166790000,81930000,6780000,950000,1370000,12500000
390419-2686408,오종수,54630000,미혼,0,3,2050000,1020000,5030000,1280000,180370000,16170000,20860000,550000,4080000,14010000
460704-1463557,황정희,90740000,기혼,0,1,2470000,2070000,7160000,90000,19300000,73670000,17910000,1960000,2570000,16320000
860017-1028972,안시우,30510000,미혼,0,5,1570000,1940000,7740000,1210000,62330000,59540000,13320000,1690000,1510000,15660000
630225-2923062,박도현,93630000,미혼,3,1,4410000,420000,3370000,1820000,186290000,35070000,21220000,2940000,2590000,15550000
600615-1194269,문민서,23330000,미혼,1,5,2880000,1100000,4020000,650000,173950000,82230000,29190000,3750000,5930000,18330000
980726-2902874,성영진,39790000,기혼,2,2,510000,390000,6810000,420000,155430000,11090000,19120000,100000,40000,8270000
960721-2808400,김민서,64110000,미혼,2,5,1080000,1630000,6130000,60000,126170000,55700000,3290000,990000,2500000,12390000
800400-2024001,차예준,96110000,기혼,3,5,910000,1710000,4640000,1890000,65550000,29660000,40450000,2160000,3740000,15050000
720119-2686307,이진우,40450000,기혼,3,5,2310000,1340000,6840000,1190000,135800000,16880000,11950000,330000,410000,12420000
630412-2960600,장혜진,33470000,기혼,3,5,2660000,1860000,6930000,590000,143220000,78330000,16150000,2340000,6610000,20990000
380121-1820465,최예은,22350000,미혼,3,4,1980000,1520000,600000,460000,185750000,82300000,28710000,3170000,6280000,14010000
920911-1441883,황은경,77860000,기혼,0,3,3930000,1230000,6560000,1330000,69420000,99480000,47270000,2100000,3060000,18210000
390011-1588709,김예지,33990000,기혼,1,3,2600000,1980000,3380000,1360000,112750000,87020000,47970000,1460000,1670000,12450000
700604-2749502,박영식,30060000,기혼,1,3,3010000,1090000,5680000,840000,143660000,36740000,43870000,770000,2550000,13940000
990901-1255455,박수민,70070000,기혼,0,3,1290000,1240000,150000,1040000,45790000,50990000,15450000,3380000,5940000,13040000
090800-1046446,김민서,44450000,기혼,1,4,4210000,150000,2380000,1000000,165720000,52280000,14570000,1280000,4470000,13490000
080511-1231962,박윤서,82920000,미혼,0,1,1020000,2650000,910000,1780000,125410000,77350000,38460000,1550000,6190000,14100000
860108-2452681,김성호,50790000,기혼,1,3,2420000,2780000,5080000,410000,123840000,91730000,40670000,3980000,1630000,16300000
700908-2666042,문준서,36540000,미혼,3,5,3590000,400000,1200000,380000,91460000,91490000,35280000,1250000,6990000,13810000
930909-2851069,박현정,32390000,미혼,1,2,30000,2030000,6120000,850000,19630000,40390000,22720000,920000,4950000,14900000
180604-2206151,황영호,49310000,미혼,0,4,3880000,950000,1810000,1430000,91020000,31650000,43440000,2230000,3270000,13570000
700020-2725103,이서영,63320000,미혼,2,4,4230000,2900000,2410000,1380000,197120000,69230000,40560000,3910000,4730000,19560000
240219-1207209,이경자,78760000,미혼,3,2,2700000,1460000,3600000,30000,64570000,66250000,29660000,3680000,1050000,12520000
500217-2258651,윤영희,34880000,미혼,0,2,2190000,2600000,3600000,810000,57230000,19640000,15390000,2610000,4470000,16280000
860122-1781038,강은서,48170000,기혼,0,5,4280000,2920000,1620000,1770000,77480000,36200000,4540000,60000,4560000,15210000
590427-2805231,김정남,98920000,미혼,1,5,3250000,840000,2330000,250000,39200000,9060000,5720000,3370000,2890000,12930000
400729-1437996,김미정,93900000,미혼,3,4,3910000,280000,3950000,1810000,152850000,9620000,15060000,2090000,670000,12710000
430617-1721756,강도현,75580000,미혼,1,5,2360000,2950000,5670000,1330000,75260000,98280000,43740000,3910000,3940000,20160000
170615-2789159,이상철,24320000,기혼,1,2,4300000,1340000,6040000,280000,30340000,5060000,7220000,2410000,2910000,17280000
210302-2729521,김영수,85970000,기혼,3,2,2170000,2360000,290000,70000,88330000,40890000,18870000,250000,4570000,9710000
130827-1964936,이영길,96200000,기혼,3,4,2050000,2980000,4090000,740000,87330000,96980000,6820000,1770000,3450000,15080000
850411-2716803,강지영,48270000,기혼,1,2,3790000,490000,7260000,100000,72370000,65590000,43740000,320000,3090000,15050000
440928-1089723,김성훈,89670000,기혼,1,5,120000,360000,7180000,530000,60050000,13310000,43540000,3960000,4250000,16400000
550517-2631430,김상철,76550000,기혼,2,5,4250000,540000,3850000,1630000,140830000,56340000,3520000,3050000,4840000,18160000
850209-1753873,김영진,48720000,기혼,0,4,1820000,450000,590000,1450000,51310000,9920000,35590000,370000,2030000,6710000
070320-2175904,김영철,91870000,기혼,2,4,3700000,990000,960000,430000,64770000,46300000,15530000,2470000,2320000,10870000
930817-2460039,한선영,21010000,미혼,3,2,2680000,1650000,6210000,630000,101540000,47700000,40570000,2390000,1520000,15080000
590719-1427918,박은지,67280000,기혼,2,2,2400000,2470000,3600000,1440000,61030000,91120000,22370000,2230000,1340000,13480000
930608-2888648,권지혜,46490000,기혼,0,5,1960000,950000,2270000,1600000,45970000,32450000,48920000,1090000,4400000,12270000
200103-1407200,강순옥,25890000,미혼,2,1,2650000,560000,2320000,300000,44190000,88200000,23150000,2640000,3630000,12100000
510601-1076708,김지후,45840000,기혼,2,3,430000,1070000,7010000,1810000,15950000,73210000,31930000,470000,4910000,15700000
120825-2818295,이정희,73670000,기혼,3,3,1390000,410000,750000,130000,139230000,70860000,3600000,2850000,4390000,9920000
150607-2977036,황상호,33010000,미혼,3,4,3020000,2370000,3970000,570000,51660000,88000000,24490000,1670000,6370000,17970000
510210-1363119,박옥자,34740000,미혼,0,3,3160000,1970000,310000,1040000,141420000,99700000,11110000,3970000,4950000,15400000
740829-1206829,김광수,55780000,기혼,2,5,670000,1940000,3730000,1170000,193060000,49940000,13200000,3660000,1120000,12290000
730500-2928481,장선영,38030000,기혼,1,2,2060000,2210000,7200000,10000,57320000,43890000,13470000,480000,5330000,17290000
780800-1521560,박준영,54650000,미혼,1,4,3710000,2190000,1920000,430000,95380000,92180000,11710000,1390000,1430000,11070000
380302-1993078,우민석,85000000,미혼,0,2,560000,760000,2860000,750000,26470000,10070000,35760000,1830000,4830000,11590000
770328-2384271,안정호,37180000,기혼,0,5,2120000,2620000,2740000,970000,156860000,33700000,14440000,2060000,1350000,11860000
130222-2444620,김성민,27990000,미혼,2,4,960000,2560000,3720000,1530000,67620000,35000000,40460000,1750000,4350000,14870000
370415-1189784,윤예은,78750000,기혼,1,4,4710000,550000,4840000,50000,182310000,9540000,40560000,580000,1630000,12360000
790716-2178990,한선영,72670000,기혼,3,4,470000,810000,4470000,1080000,37250000,32000000,48540000,3380000,1580000,11790000
620627-2165710,김준영,99320000,기혼,1,1,4070000,910000,4340000,950000,172550000,25050000,38540000,3140000,1300000,14710000
010306-1640846,이예은,75690000,미혼,1,5,210000,1330000,7700000,270000,131710000,52550000,29070000,1140000,3550000,14200000
510020-1692309,조상호,20890000,미혼,2,5,220000,2120000,1270000,910000,198710000,23970000,35180000,210000,5440000,10170000
580214-1835660,김진호,42560000,미혼,3,1,380000,1550000,7670000,20000,186030000,49090000,47420000,2290000,3170000,15080000
830414-1245292,문지은,94750000,미혼,1,1,1730000,1190000,1980000,440000,85800000,21040000,40170000,1330000,6800000,13470000
860508-2750241,최영진,91670000,미혼,2,1,990000,580000,1450000,1110000,77460000,32500000,23200000,680000,1960000,6770000
710718-1896966,박도현,60090000,미혼,1,4,1630000,570000,6500000,860000,59640000,45060000,43320000,640000,4500000,14700000
940405-2832823,배민수,62710000,기혼,0,5,3750000,930000,1650000,1830000,167770000,73540000,21350000,3110000,120000,11390000
100216-1794925,김지영,47730000,미혼,2,2,3270000,2930000,6490000,1160000,34420000,97070000,44240000,1330000,790000,15970000
310704-2556407,박지후,94120000,미혼,2,1,470000,1270000,3560000,1240000,152630000,99200000,15380000,1170000,5840000,13550000
450701-2788521,김은지,30650000,미혼,1,4,690000,940000,5870000,1420000,131590000,75200000,9220000,3930000,1370000,14220000
470301-1770493,김은영,60190000,기혼,2,2,190000,1180000,7590000,130000,17110000,24590000,7730000,3750000,630000,13470000
380315-1442999,조진우,52960000,기혼,2,2,1890000,500000,2720000,1780000,83960000,81770000,43190000,3310000,2020000,12220000
870707-2388378,장민준,37810000,기혼,0,3,2630000,2920000,7100000,470000,31090000,97120000,14380000,2420000,70000,15610000
340211-1993614,고지혜,78970000,미혼,1,3,1540000,2760000,2390000,1070000,63400000,16230000,9320000,980000,100000,8840000
610224-2666273,강하윤,26260000,기혼,3,2,4300000,1470000,40000,1970000,93650000,87390000,8800000,1400000,6410000,15590000
020310-1253586,이상현,73690000,미혼,2,5,3950000,1530000,5480000,430000,101160000,41140000,14390000,2680000,6100000,20170000
380626-2369895,이상호,28000000,기혼,2,2,840000,1280000,4470000,800000,137250000,68150000,12740000,1210000,790000,9390000
410317-2703939,이시우,20510000,기혼,3,3,830000,2430000,6980000,1200000,118950000,91810000,20630000,400000,330000,12170000
660916-1946885,김정훈,64640000,미혼,0,2,3350000,1370000,1540000,1340000,172710000,72260000,20420000,2030000,5160000,14790000
820328-1210852,윤승민,45460000,기혼,0,2,2140000,470000,4370000,140000,174320000,13820000,43400000,3490000,1590000,12200000
810517-2685005,이정순,81520000,기혼,2,1,1120000,2070000,6470000,460000,45480000,19710000,38600000,2960000,4850000,17930000
640925-2537623,오윤서,76920000,미혼,3,3,290000,90000,5530000,240000,174370000,65780000,28430000,4000000,5660000,15810000
890007-2704627,조순옥,75580000,미혼,0,2,2470000,1080000,6140000,560000,116950000,96480000,40910000,700000,6640000,17590000
450925-1194469,김지후,20990000,기혼,1,3,1530000,870000,1980000,650000,113260000,20670000,9230000,3370000,5970000,14370000
510319-1525568,우성호,27100000,기혼,1,1,4470000,460000,280000,1000000,41650000,87050000,2900000,3330000,2350000,11890000
690127-2016629,박현지,31080000,기혼,2,2,80000,1900000,6180000,1900000,39820000,94280000,23450000,1930000,1790000,13780000
620310-2544198,김영호,60150000,기혼,0,3,850000,650000,5870000,500000,186530000,74260000,28960000,3860000,5900000,17630000
580226-2910028,이성수,86300000,미혼,2,3,1970000,2500000,1400000,940000,64670000,28640000,14030000,1620000,4740000,13170000
920219-2311416,김예준,23580000,기혼,0,5,4020000,2630000,7470000,1500000,103070000,69710000,11450000,960000,3500000,20080000
820716-1797776,이영숙,42700000,미혼,0,3,2190000,660000,3220000,0,43300000,83680000,39800000,1880000,1770000,9720000
650619-1201452,최채원,49980000,기혼,0,5,80000,370000,510000,1030000,199280000,7230000,12630000,3080000,5760000,10830000
330322-1827909,임하은,62880000,기혼,2,3,3360000,900000,4560000,1880000,163760000,96710000,39240000,890000,1740000,13330000
200602-2759649,이중수,20410000,미혼,0,4,2410000,750000,1690000,1320000,163890000,93410000,30570000,2750000,2140000,11060000
930725-2478305,박정식,37850000,기혼,1,3,2730000,980000,4240000,1990000,24930000,61140000,48760000,2020000,2120000,14080000
490612-1017994,박현정,96870000,기혼,0,5,3690000,2760000,1030000,170000,119200000,9610000,34100000,1110000,3160000,11920000
680514-1862910,김은경,95800000,미혼,3,2,1510000,1410000,6940000,1830000,94130000,69010000,4600000,3300000,4030000,19020000
050115-2003344,박은경,22140000,기혼,0,3,1680000,2470000,1030000,1750000,112860000,92960000,20570000,2920000,2320000,12170000
350315-1326544,박영환,77150000,미혼,2,4,2060000,550000,3860000,530000,145420000,35090000,16620000,2970000,420000,10390000
960507-2955531,박미숙,63250000,미혼,1,4,2610000,2110000,3880000,1230000,80680000,76850000,14400000,2820000,3050000,15700000
080704-1948523,최승현,24860000,기혼,1,3,1530000,2950000,5910000,450000,42560000,65030000,34620000,2080000,1790000,14710000
030313-2846228,박영길,31680000,미혼,3,5,40000,60000,3510000,560000,156200000,30070000,11530000,910000,6530000,11610000
280924-2175266,김시우,84500000,기혼,1,3,1880000,2830000,420000,920000,107830000,96880000,7850000,3310000,1330000,10690000
880702-2299568,김미정,58110000,미혼,0,4,3890000,970000,4020000,1480000,148030000,85300000,43960000,1070000,6460000,17890000
940423-2552251,이영철,20870000,미혼,0,2,3040000,1810000,4190000,1810000,149340000,50910000,42380000,3100000,4450000,18400000
760613-1883981,이진호,78070000,미혼,3,5,350000,2350000,7290000,1300000,138360000,73980000,29500000,2470000,6370000,20130000
070321-2992451,김선영,51740000,미혼,0,5,4620000,720000,6200000,540000,49250000,59190000,28140000,880000,820000,13780000
850920-2643691,고민석,73170000,기혼,2,4,1160000,1150000,300000,1190000,35940000,24480000,34140000,630000,6570000,11000000
730429-1951538,이종수,56300000,미혼,3,2,1040000,1840000,1290000,200000,187170000,37780000,37950000,2930000,3440000,10740000
070620-2476028,김민석,77440000,미혼,3,2,2530000,2870000,3600000,1740000,59900000,51810000,48620000,310000,5590000,16640000
080822-2666818,유진우,50070000,미혼,0,1,900000,1130000,5640000,350000,137980000,8700000,45460000,3680000,1510000,13210000
940722-2150401,배선영,94850000,미혼,1,1,3700000,490000,930000,1920000,118990000,60560000,11450000,3510000,3700000,14250000
680206-2806948,최지우,58140000,기혼,2,2,1040000,2120000,3680000,690000,108330000,24650000,33510000,1620000,2830000,11980000
350828-1070955,김정식,90780000,미혼,0,5,4660000,2500000,6720000,1940000,159120000,8110000,22690000,1640000,2620000,20080000
570015-2954138,이성민,26400000,기혼,1,2,2150000,1910000,440000,1940000,74200000,40810000,30250000,1820000,1630000,9890000
130113-1101139,고서윤,66070000,미혼,2,1,3710000,1020000,3270000,760000,137320000,95060000,37790000,2570000,180000,11510000
820813-2175959,안유진,25340000,미혼,1,4,1470000,1500000,2150000,580000,132580000,6720000,37040000,1940000,910000,8550000
710313-1597893,이준영,61720000,미혼,3,2,2180000,2460000,1390000,1080000,80370000,22870000,13210000,3180000,1040000,11330000
590102-1648390,안영미,39370000,기혼,1,1,4570000,240000,1090000,1860000,48080000,67940000,18380000,3950000,1780000,13490000
090609-1244082,최민수,26280000,미혼,3,4,3420000,280000,5920000,30000,71630000,9900000,40580000,720000,6630000,17000000
820800-2959614,박성수,93230000,미혼,1,4,790000,310000,6320000,1740000,62770000,11480000,36480000,3090000,2840000,15090000
360615-2059468,황경숙,41490000,미혼,0,3,3660000,80000,5570000,1080000,118400000,8210000,42180000,2210000,5500000,18100000
660117-2790364,김진호,83890000,미혼,2,5,760000,400000,6630000,540000,12510000,26180000,33540000,2760000,6620000,17710000
710921-2836183,장재현,63040000,기혼,1,1,2630000,1200000,5760000,1620000,133550000,27330000,38690000,780000,2270000,14260000
010718-2238565,이예지,35480000,미혼,3,2,2140000,680000,2840000,570000,64800000,31410000,37590000,1580000,5950000,13760000
410109-1218812,강정순,26670000,미혼,3,2,780000,2500000,6210000,1740000,64110000,19510000,2260000,3370000,5530000,20130000
060113-2465272,배정호,84420000,미혼,0,5,4990000,690000,5010000,450000,181850000,73030000,32100000,3730000,5610000,20480000
210122-2963208,이명숙,93460000,미혼,3,3,3100000,530000,1050000,1830000,155800000,44130000,15410000,890000,6240000,13640000
450613-1432653,송숙자,56380000,미혼,3,4,860000,160000,830000,510000,193860000,37240000,30130000,3920000,2390000,8670000
720607-2107979,황미정,40530000,기혼,1,1,2310000,2000000,6050000,1150000,123320000,30650000,13350000,650000,760000,12920000
